ID State,State,ID Year,total_population,average_wage,poverty_population,employed_population,child_mortality,parent_to_primary_card_ratio,other_primary_care_providers,patient_to_dentist_ratio,patient_to_mental_health_provider_ratio,poor_or_fair_health,premature_deaths,adult_obesity,limited_access_to_healthy_foods,physical_inactivity,diabetes_prevalence,health_and_prosperity_index
04000US21,Kentucky,2022,0.10113871288727987,0.3222993875732402,0.4420419422394674,0.07354358202967401,0.6140043202301092,0.33394327538883806,0.9565051507058374,0.5734138972809668,0.8591304347826086,0.1737668621143404,0.21175000003883906,0.22748819383091914,0.5770341525239399,0.23144094431982346,0.36956518570168684,0.42613766634002076
04000US22,Louisiana,2022,0.10467761541988486,0.32684003991223104,0.4074140633272079,0.07001195185571349,0.3859975532976493,0.4272644098810613,0.8561617703166731,0.4283987915407855,0.9072463768115943,0.19517252297815266,0.17533184491651696,0.23696688622927872,0.2551251879745509,0.23580783071030587,0.4130434571344579,0.38005590620615565
04000US23,Maine,2022,0.02049146232145433,0.3840849605779654,0.4099173236779403,0.08030612787816356,0.805493595563936,0.9085086916742909,0.9622281571919115,0.5993957703927493,0.9715942028985507,0.5197492907536502,0.6578081993009899,0.46445493881696076,0.7921614352386197,0.32314412696727063,0.6956521809551807,0.6124642144205844
04000US24,Maryland,2022,0.14379687562001386,0.6086337489478163,0.26344376092708166,0.08618882434205168,0.715047544201672,0.716376944190302,0.8817245326211369,0.7323262839879154,0.8898550724637682,0.7460365629471033,0.6008587784925375,0.4360190028651191,0.7911182231883799,0.6069868620553882,0.5760869547612049,0.6179073639993913
04000US25,Massachusetts,2022,0.16494882027024202,0.6673464181550148,0.4730546904848193,0.08724463147221821,1.0,0.8609332113449222,0.9378099961846623,0.9293051359516616,1.0,0.7942890438229273,0.893998073892733,0.7488151457948005,0.7630673884305053,0.4759825478110941,0.836956502373253,0.7477716275513294
04000US26,Michigan,2022,0.2439946911447252,0.3905665897798657,0.27366534959441885,0.07715204289097376,0.6302274468943873,0.5992680695333943,0.8866844715757345,0.7093655589123867,0.8915942028985507,0.4482400670983867,0.5473400906068947,0.25592412978276086,0.5782723417267345,0.537117851078047,0.6086956380896386,0.5310081321758695
04000US27,Minnesota,2022,0.13180221512961005,0.5248102381544258,0.2768008585747545,0.08728514623365263,0.842075224262834,0.7310155535224153,0.9152995040061045,0.6924471299093655,0.8852173913043478,0.8015360663160201,0.912816847208799,0.5308056443622409,0.6298150015196418,0.7510917053299765,0.793478230940482,0.6696067529746471
04000US28,Mississippi,2022,0.061429819901490074,0.26445897335049684,0.5481663779636378,0.06757772493211331,0.2423173340099683,0.03751143641354071,0.9130103014116749,0.26404833836858005,0.7692753623188405,0.17600955391613352,0.0,0.0,0.201475791619882,0.0,0.1956520999706026,0.2628216638768193
04000US29,Missouri,2022,0.14360952936898722,0.38321658972450123,0.4316467650414201,0.07964799666162958,0.5792497558012694,0.4537968892955169,0.8534910339565052,0.49425981873111785,0.8191304347826087,0.4892792261140232,0.3920439248156348,0.31279628417291844,0.5135440289033681,0.3187772405767882,0.6630434166421688,0.4845659575156765
04000US30,Montana,2022,0.013416563244764033,0.34741176372628885,0.3254458606277272,0.078531522766842,0.6824619004078857,0.6276303751143641,0.9236932468523464,0.6779456193353475,0.9113043478260869,0.7220936496862935,0.6052913264428676,0.6255924271025998,0.5124421551392184,0.7991266097077883,0.9456521404628917,0.627473067514182
04000US31,Nebraska,2022,0.03571549899204631,0.4150855426460135,0.3722076720186413,0.08660174380816668,0.7018966908066555,0.5416285452881976,0.9225486455551316,0.7305135951661631,0.8863768115942029,0.7573124107859729,0.7758739296145906,0.3270142521488393,0.6332167347485304,0.44978161989165877,0.6521739095224096,0.589445150256798
04000US32,Nevada,2022,0.06518371415112771,0.38860624061895843,0.10212649251775668,0.07724907766125401,0.7313293122847903,0.17840805123513268,0.776421213277375,0.5238670694864048,0.8394202898550724,0.31336426859468414,0.6094513794628619,0.5071089839879604,0.5955893190054906,0.49344970294956464,0.5652173666568675,0.4786863405424409
04000US33,New Hampshire,2022,0.02081706161922349,0.5585042219654665,0.43653504986266256,0.0893650531523855,0.9809208676207128,0.7227813357731016,0.9538344143456696,0.7087613293051359,0.9171014492753623,0.7267992605270619,0.7896143388883046,0.4312795860443207,0.7401462508450181,0.6899563369924471,0.7717391357163855,0.6798099021652881
04000US34,New Jersey,2022,0.2231935224538661,0.635330823029464,0.20890905613367353,0.08360293954502225,0.9557285390673941,0.6678865507776761,0.6673025562762305,0.8030211480362538,0.8620289855072464,0.6397674826965647,0.7952641810385475,0.7440758702172392,0.7838552118769517,0.39301300780345877,0.6086956380896386,0.6320344278639543
04000US35,New Mexico,2022,0.03966363157167766,0.2955722374059541,0.2411100746629127,0.06859181578494554,0.6433212201436959,0.535224153705398,0.8565433040824113,0.6157099697885197,0.9460869565217391,0.32310801740723005,0.21111319461156033,0.42654031046675944,0.07584880943410718,0.5283842735088118,0.45652172856722895,0.444548290435091
04000US36,New York,2022,0.4995277254321237,0.5597226117181764,0.3328965215610372,0.07871482901180858,0.8960776634710736,0.6596523330283623,0.9141549027088898,0.7709969788519637,0.9055072463768116,0.5804054175473756,0.8545580835993939,0.6635070554528011,0.8794451208709444,0.4323143346120352,0.6195652261939759,0.6533941660717606
04000US37,North Carolina,2022,0.2545975117177558,0.3976395054187584,0.40342375651552764,0.0788188060817562,0.6039505955726165,0.4592863677950595,0.9286531858069439,0.4580060422960725,0.8736231884057971,0.43087176338615,0.5309500021516846,0.3412322201247602,0.4935998890147344,0.4803493040604235,0.5,0.4986003304735917
04000US38,North Dakota,2022,0.005316673155421859,0.4256209154632489,0.5435595545574349,0.08760741971124837,0.6088884653328357,0.5617566331198536,0.962991224723388,0.595166163141994,0.8104347826086956,0.8025634023817709,0.6667801803282585,0.25592412978276086,0.5421278480360434,0.39301300780345877,0.7499999595077109,0.571888120464193
04000US39,Ohio,2022,0.28814416603902887,0.4027408313375092,0.37136477539939117,0.08023945944082114,0.5774943851934352,0.5580969807868252,0.8756199923693246,0.5450151057401813,0.8834782608695653,0.45542480740914815,0.4153907125214217,0.31279628417291844,0.5411738647230535,0.40611353683375295,0.5217390952240964,0.4961920065729603
04000US40,Oklahoma,2022,0.08744615788328208,0.3243100993406661,0.48574068172303003,0.0738101124987734,0.5194040333180683,0.2506861848124428,0.8420450209843571,0.5238670694864048,0.9466666666666667,0.225085140756399,0.31062930637922437,0.1943128410582791,0.39060846188480425,0.1528384208438235,0.44565214046289164,0.4061182985868452
04000US41,Oregon,2022,0.0941036232816382,0.43837486733348274,0.22705671710504985,0.0785199335692104,0.8615515445269164,0.7676120768526989,0.8107592521938192,0.7589123867069486,0.9884057971014493,0.5035199831155563,0.8354776902931993,0.5876777987523985,0.7073723333713735,0.5851528205264352,0.8260869142689158,0.6411771511226753
04000US42,Pennsylvania,2022,0.3193777563654714,0.4509906762439686,0.4947002055509042,0.08051299797220798,0.7302682710642443,0.6212259835315646,0.9099580312857688,0.6416918429003021,0.84,0.49037225708442495,0.5970980688125823,0.3838862652957598,0.713297812654152,0.537117851078047,0.6413043214180724,0.5808874703494284
04000US44,Rhode Island,2022,0.013478540522042578,0.4878295931053797,0.6565227422102349,0.08555783231611193,0.8496863683306861,0.8298261665141812,0.9008012209080504,0.5667673716012085,0.9542028985507246,0.5856825527290928,0.8228881604059894,0.5260663687846796,0.7069705231068435,0.4759825478110941,0.6521739095224096,0.6500684468497633
04000US45,South Carolina,2022,0.11759265133623138,0.3498451163641351,0.40719347817677637,0.07451769408549615,0.5440522269594025,0.3806038426349497,0.8435711560473101,0.4229607250755287,0.7802898550724637,0.47760078368902165,0.3240739949574456,0.2701422390019188,0.32394835813785466,0.36681221002517644,0.3913042809257833,0.425493997225233
04000US46,South Dakota,2022,0.008234697096601153,0.36339765766323423,0.5327035450669132,0.08277752159275549,0.41743372536069,0.5892040256175664,0.9683326974437237,0.5196374622356495,0.7959420289855073,0.6693798875582649,0.5890715084800453,0.3838862652957598,0.4197092233239649,0.3493449247455529,0.6304347333137351,0.5222325147630974
04000US47,Tennessee,2022,0.1633946821798792,0.3649163475657805,0.32945802129260027,0.0763104483459122,0.5106915671828631,0.45745654162854527,0.9481114078595956,0.40725075528700905,0.7397101449275363,0.30021121018492847,0.22440190547595185,0.21800950143255954,0.3901074211731815,0.34497816849622354,0.3369565023732531,0.4034692816589957
04000US48,Texas,2022,0.7373806484155329,0.42386066886398754,0.2803737685661604,0.07743758649859216,0.7142323722739624,0.24885635864592864,0.7932086989698588,0.4882175226586103,0.6440579710144928,0.2562678244753726,0.6845494442361807,0.3364929445471989,0.4295586599439444,0.43668122100251766,0.35869559759734954,0.4408921885210112
04000US49,Utah,2022,0.06978679996633168,0.42525794287206486,0.15971555540098778,0.08374703789096344,0.7497557700439523,0.15004574565416284,0.8199160625715376,0.6120845921450151,0.9240579710144927,0.6950038865041603,0.8493908557599198,0.5355450611830392,0.6226469221676493,0.7947597883878823,0.7391304523879517,0.5829326888559841
04000US50,Vermont,2022,0.0018948588151194417,0.41473303162483915,0.5877059014469741,0.07292834778178628,0.922153547715286,0.9451052150045746,0.8985120183136207,0.6652567975830815,0.9704347826086956,0.8467353338391628,0.7786177547070237,0.6682464722735995,0.834970916657269,0.7685589255390235,0.8478260904775904,0.730127509683752
04000US51,Virginia,2022,0.2071320981887745,0.554916161288905,0.4304567733482941,0.08504222291336455,0.7303561395161164,0.5407136322049405,0.8420450209843571,0.649546827794562,0.8034782608695652,0.5994094817263917,0.7345401461623036,0.44549769526347865,0.7245869616923837,0.5283842735088118,0.5760869547612049,0.5889328965739057
04000US53,Washington,2022,0.18306223246421732,0.5786279314487625,0.19563524969452556,0.08209670010008105,0.8854468298130476,0.6633119853613907,0.8305990080122091,0.7685800604229607,0.951304347826087,0.6312268251492252,0.8750014176261341,0.6161137347042402,0.6764641000144014,0.7860262108186471,0.7173912761792772,0.6612732626550707
04000US54,West Virginia,2022,0.03144724477442187,0.27969905520460586,0.49339718841284047,0.06402851545052186,0.5653504905176701,0.5773101555352241,0.9717665013353681,0.4398791540785498,0.6956521739130435,0.00955711556069668,0.0009514019118455597,0.07108998112284136,0.4933416988083974,0.32314412696727063,0.22826086428361447,0.37238774450732065
04000US55,Wisconsin,2022,0.13660702283816378,0.4339674251698157,0.32742137283621536,0.08617702309314844,0.7127380465338081,0.5910338517840805,0.9076688286913391,0.6483383685800604,0.8284057971014492,0.6752731257662294,0.7482991981906585,0.3270142521488393,0.6821474311591583,0.6375545462241529,0.836956502373253,0.6030711264037293
04000US56,Wyoming,2022,0.00020046177443413653,0.39765901019621896,0.33381977152540193,0.082337116205835,0.700115590417605,0.4602012808783166,0.8882106066386876,0.6205438066465256,0.9269565217391305,0.627259215510055,0.5590322048925734,0.5497630291589601,0.45929245095102494,0.5633187789974824,0.9021738690301206,0.5764773751991383
04000US72,Puerto Rico,2022,0.06949293509186615,0.04543451943010722,0.010431891084557278,0.04599188872100153,0.6326252753568526,0.5219207142354443,0.7411322748217063,0.5330234719962816,0.7819499920369487,0.5815865474991144,0.6659662303196211,0.564345622604729,0.5794902041430423,0.5869859185892334,0.564500684199543,0.4896703739312988
04000US01,Alabama,2021,0.11386179926105083,0.27834230760758977,0.3393213750946294,0.0701796653546672,0.36992305983554297,0.3357731015553522,0.7844334223578787,0.2797583081570997,0.5489855072463768,0.22161856141276465,0.23927416299080742,0.24170616180684,0.46186631793289157,0.33187763946592935,0.06521736665686753,0.3263054969625169
04000US02,Alaska,2021,0.004264268127177065,0.43282620764521135,0.3120523824220187,0.08016042749665932,0.4373658124774825,0.7612076852698993,0.9500190766882869,0.9003021148036254,0.9681159420289855,0.6374291280222523,0.5320556728581844,0.44075827844268034,0.3691227101352214,0.7685589255390235,0.7391304523879517,0.5949360583012488
04000US04,Arizona,2021,0.16739185653036956,0.33938971857047745,0.2835555569496292,0.0737547241630023,0.7083478089373894,0.3458371454711802,0.8206791301030141,0.5329305135951662,0.6707246376811594,0.41862062349690243,0.6716989934621413,0.630331702680161,0.49034804096003604,0.6855895156725412,0.5978260499853013,0.5192595829805787
04000US05,Arkansas,2021,0.06265041222990154,0.26158447375501687,0.41072396955126045,0.06963623955829742,0.40576414546244377,0.3604757548032937,0.7798550171690195,0.22054380664652568,0.8388405797101449,0.08592317631451266,0.3160405212700625,0.2938388993761992,0.39982571177758086,0.2838428001586941,0.17391292376192802,0.35005771566535565
04000US06,California,2021,1.0,0.46584371550318426,0.22953954872835347,0.07625546787404376,0.919582318219564,0.5919487648673376,0.6280045784051889,0.7969788519637462,0.928695652173913,0.4908819258333321,0.9657868166828418,0.8009478833641597,0.811090822998561,0.8384279365163647,0.6847825928508434,0.6591976339986739
04000US08,Colorado,2021,0.1325192999427366,0.49228008423366354,0.26129644880972086,0.08777905557302934,0.7836084182098655,0.6312900274473925,0.8622663105684854,0.7540785498489426,0.9281159420289855,0.7648365036723825,0.8560258121366507,0.8909952492837202,0.6473321534687082,0.9650654945113294,0.9239130452387951,0.7034916496451193
04000US09,Connecticut,2021,0.078055263106529,0.5610063557257158,0.42641222506504567,0.08352172539588958,0.9507623165870969,0.656907593778591,0.9049980923311713,0.8030211480362538,0.943768115942029,0.8216889381458476,0.8870306550582376,0.7061611006238008,0.7317067743659773,0.7423580626901647,0.6413043214180724,0.7043319589402781
04000US10,Delaware,2021,0.010589062131809004,0.39791135249502696,0.3957190230114398,0.07902720241805583,0.6105517208258785,0.5187557182067704,0.9057611598626478,0.2580060422960725,0.878840579710145,0.5872119855661042,0.5386473625085193,0.41706161806839986,0.7067299763661844,0.41921393572289406,0.35869559759734954,0.5051523767611062
04000US11,District of Columbia,2021,0.0029065028539507517,0.8836650478071844,0.816067841875742,0.09393756864168479,0.3135556040868635,0.9615736505032022,0.9912247233880198,1.0,0.9715942028985507,0.7003650599729958,0.5358442689919567,0.8151659219616991,1.0,0.8515284004760824,0.7608695476120483,0.7639565598725735
04000US12,Florida,2021,0.5341265533312285,0.3283415120814445,0.2333345190044819,0.0750279207599703,0.6625033340987735,0.47209515096065874,0.8767645936665395,0.4972809667673716,0.7408695652173913,0.355042566512225,0.6579884125958528,0.6635070554528011,0.5186528236259715,0.4847161904509059,0.46739123568698815,0.5023939890629554
04000US13,Georgia,2021,0.2585939145668692,0.3704434421703562,0.36352194105036634,0.07730554687365486,0.5528468785122791,0.3595608417200366,0.8565433040824113,0.33051359516616313,0.6834782608695652,0.43352195556240947,0.5898618835986793,0.42180089364596113,0.3771694790294768,0.45851526253147057,0.3369565023732531,0.4437171276561488
04000US15,Hawaii,2021,0.022717218077131056,0.3977884521907245,0.39367282859555036,0.0820225016792295,0.6888723629862609,0.7081427264409881,0.6009156810377718,0.8205438066465257,0.8620289855072464,0.6474208324408265,0.8683691799844551,0.7867298447666202,0.5357149539665685,0.7554585266498823,0.43478255235855434,0.6130330882322289
04000US16,Idaho,2021,0.0319268614637351,0.29233628592891364,0.18312261853263437,0.07539499594943405,0.7093600135343645,0.3412625800548948,0.8561617703166731,0.5812688821752265,0.8179710144927537,0.6703620050532819,0.8200066896417904,0.5781991063540389,0.5267723577688028,0.7205240211612117,0.6304347333137351,0.5573697910198396
04000US17,Illinois,2021,0.31507290726586884,0.44932046870830034,0.30985116559200665,0.08181088925196058,0.6790755614353796,0.6038426349496798,0.7706982067913011,0.740785498489426,0.847536231884058,0.6117983036317178,0.7440200645753949,0.5450237535813989,0.7224634245056613,0.6681222303929176,0.5652173666568675,0.5956832714604336
04000US18,Indiana,2021,0.15896029799909317,0.33808685155934315,0.4588330023800964,0.07999896651393318,0.5386061940201615,0.3687099725526075,0.8138115223197253,0.4326283987915408,0.7397101449275363,0.4496115548805475,0.48876471088117,0.3459716369455585,0.5367436691564743,0.4454148636423294,0.3260869142689158,0.4544984573457099
04000US19,Iowa,2021,0.0670937715433723,0.3535577984131673,0.45963869490997983,0.08427266041077613,0.7212144481714463,0.4977127172918573,0.8435711560473101,0.6138972809667673,0.7321739130434782,0.7879828662142997,0.8100196106243195,0.3270142521488393,0.6384827754542532,0.6244541473350118,0.5652173666568675,0.5756578348348838
04000US20,Kansas,2021,0.06074197499054847,0.35720828165898666,0.4170929942922876,0.08227150593494931,0.6422458776612603,0.5699908508691675,0.8843952689813048,0.48761329305135953,0.8005797101449276,0.5865925764651096,0.6753801607222949,0.3886255408733211,0.43525199279854415,0.5676856003173882,0.5,0.5282095466979214
04000US21,Kentucky,2021,0.10091256011699458,0.2835806418563545,0.4663000792442542,0.07310854684189214,0.5992950039946734,0.3275388838060384,0.9336131247615413,0.5903323262839879,0.8428985507246377,0.18826623947915033,0.2893555929895164,0.31279628417291844,0.6382441110578623,0.3580785673853647,0.2608694666274701,0.4403055299446902
04000US22,Louisiana,2021,0.10510860180574012,0.29169462055900736,0.40066026192940013,0.06948837441786095,0.3631154093723726,0.3979871912168344,0.8264021365890881,0.4169184290030212,0.8933333333333333,0.21818610929232563,0.28761451506233593,0.23222746940848038,0.3408052286691483,0.3886462515541294,0.22826086428361447,0.3825242996207822
04000US23,Maine,2021,0.020236789716935887,0.33754108078354,0.3832939677514244,0.08014345451721942,0.8051921449475984,0.9167429094236048,0.9431514689049981,0.5945619335347432,0.9669565217391304,0.5297438746566815,0.6845733691046366,0.5402843367606005,0.7701979894652777,0.7030567358815882,0.5108695071197592,0.6261649496136288
04000US24,Maryland,2021,0.14345839224925028,0.5525360365390616,0.315114545403211,0.0859786449254105,0.6867575248525019,0.7063129002744739,0.8615032430370088,0.7305135951661631,0.8730434782608696,0.6654517375209142,0.6564235087000299,0.4549762464186012,0.8036752575173385,0.6550218315037765,0.43478255235855434,0.605863650176994
04000US25,Massachusetts,2021,0.16514547597121673,0.5935748275358097,0.5458960314573902,0.08746494849626273,0.9821495895756416,0.8536139066788655,0.9160625715375811,0.9293051359516616,0.9953623188405797,0.7839576668859874,0.909052253621627,0.7677725305915196,0.7504706843984621,0.7379912413702588,0.6956521809551807,0.7534518491354876
04000US26,Michigan,2021,0.2441127565721052,0.347122677500838,0.2724391717979612,0.07656981154519056,0.6263596112879548,0.5809698078682525,0.8576879053796261,0.7009063444108762,0.8782608695652174,0.438740754521977,0.602742784205299,0.41706161806839986,0.5846175275919361,0.6026200407354824,0.44565214046289164,0.5308393617815644
04000US27,Minnesota,2021,0.1311639263237787,0.47101352950095104,0.27417949504354233,0.08833840062401441,0.8208725106202482,0.717291857273559,0.8786722624952308,0.6827794561933535,0.8672463768115942,0.8288822102624079,0.9560519586000348,0.5781991063540389,0.6353620453204444,0.7554585266498823,0.7173912761792772,0.6622670722806128
04000US28,Mississippi,2021,0.06164010546012355,0.23052325276103272,0.49400029823974734,0.06699609216405777,0.2577635711637349,0.010064043915827997,0.8916444105303319,0.25196374622356493,0.7414492753623189,0.17266753893716202,0.14030055538319638,0.09952605831792016,0.25537848970472876,0.2838428001586941,0.05434777855253024,0.2821762793867749
04000US29,Missouri,2021,0.1432780923774661,0.3410250195078887,0.4281497648228058,0.07934763752188292,0.5646417349666415,0.43824336688014637,0.8305990080122091,0.4809667673716012,0.7994202898550725,0.3588692947081421,0.46167104020512,0.4123223424908386,0.5440266557928977,0.4978165893400471,0.4021738690301206,0.4742338128932439
04000US30,Montana,2021,0.013060078175205854,0.3053907630881959,0.3114717985226894,0.07852480283280752,0.6555265040790134,0.6047575480329369,0.9065242273941244,0.6719033232628399,0.9008695652173913,0.7449762727814545,0.6686864019903005,0.6682464722735995,0.43476803365878786,0.6637554741435883,0.6739130047465062,0.592093870858874
04000US31,Nebraska,2021,0.03552367803303358,0.3692255666227499,0.3925352459416259,0.08656883981810423,0.6934324670994474,0.5407136322049405,0.9000381533765738,0.7226586102719034,0.8742028985507246,0.7642064298141394,0.8233344990233527,0.36966829731983897,0.6335359747174756,0.6200873260151059,0.5543477785525303,0.5960396942377509
04000US32,Nevada,2021,0.06401157210918627,0.345667659730453,0.10647927424265223,0.07689572659307684,0.6910187388372874,0.1729185727355901,0.7291110263258298,0.5335347432024169,0.8197101449275362,0.3842245417713746,0.6662303744226378,0.6682464722735995,0.6550406341938119,0.6288209686549177,0.5,0.4984213484222274
04000US33,New Hampshire,2021,0.02062585786131229,0.49682547664066096,0.47082377434340217,0.08931290237989793,0.986320405846081,0.7328453796889296,0.9328500572300649,0.7045317220543806,0.903768115942029,0.8321859387628572,0.7875023478219126,0.597156349907521,0.6844207973306897,0.7030567358815882,0.5978260499853013,0.6799590038439511
04000US34,New Jersey,2021,0.2228067688136204,0.5722483210129381,0.22734804410670076,0.08317956507430374,0.9467643957033014,0.6605672461116194,0.6135062953071346,0.8054380664652568,0.8434782608695652,0.6397674826965647,0.8605256293599771,0.6729857478511607,0.784343357125603,0.44978161989165877,0.5652173666568675,0.6232250998737607
04000US35,New Mexico,2021,0.039583986912867845,0.2539630271183089,0.24429477892462045,0.0673179821369575,0.6142547484404911,0.5169258920402562,0.8374666157954979,0.6229607250755287,0.9402898550724638,0.3019009343233854,0.3550758084314033,0.6587677798752398,0.0,0.7816593894987411,0.6086956380896386,0.48596951248732373
04000US36,New York,2021,0.5026231432565675,0.4990770942069133,0.36558772434024817,0.07884527431542017,0.8783439113751426,0.646843549862763,0.8927890118275468,0.7818731117824773,0.8933333333333333,0.5882754751589275,0.9414035694971599,0.7014218250462395,0.8866519849432687,0.5895196418463412,0.5434781904481929,0.6633888355702838
04000US37,North Carolina,2021,0.2519437527148812,0.3498236845538348,0.3887916461386203,0.07820256149936174,0.5884292299557354,0.4537968892955169,0.9069057611598627,0.45317220543806647,0.8585507246376811,0.4639970326379432,0.5853946911959746,0.42180089364596113,0.5509958247356557,0.593886463166247,0.3913042809257833,0.5060751349275888
04000US38,North Dakota,2021,0.0052258931600719545,0.3835649285430223,0.4782803037603295,0.08793489361750036,0.6044551365979721,0.5507776761207686,0.9454406714994277,0.5812688821752265,0.7889855072463768,0.7757630807113628,0.7435699974071035,0.3459716369455585,0.5286570619909909,0.6026200407354824,0.6195652261939759,0.5740610745389355
